Retailer,Vendor,Category,Name,Price,Product Link,Description,Product Details,Description Lexical Diversity,Description Length,Materials,Size Guide,Luxury Tier,Number of pictures,Image Links
La Garconne,Denis Colomb,SCARF,Annapurna Cashmere Stole — Cappuccino,745.0,https://lagarconne.com/collections/all/products/fw25dc001-denis-colomb-annapurna-stole-cappuccino,Denis Colomb dark beige signature stole with fringed edges in a hand-woven mid-weight luxe cashmere knit.,Color: Cappuccino. 100% Cashmere. Handwoven in Nepal.,100.0,16,['cashmere'],False,Accessible Luxury,3,https://lagarconne.com/cdn/shop/files/Feb2021Session0020_TMHILHPS20_S_e2ee179c-a6bb-4f4b-a5cf-221a65da929a_4096x4096.jpg?v=1758217918
La Garconne,Sacai,TOP,Poplin x Satin Shirt,630.0,https://lagarconne.com/collections/all/products/fw25sa010-sacai-poplin-x-satin-shirt,"Sacai blue stripe short sleeve shirt with attached satin handkerchief details at hem in cotton poplin. Features a classic collar, chest patch pocket, box pleat at back yoke, and a concealed button placket with single exposed button at neck.","Color: Blue Stripe. 100% Cotton, 100% Polyester. Made in Japan.",87.18,39,"['satin', 'cotton', 'polyester']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session1022_TMHILHPS20_S_b6f6d480-ed4e-4717-9ebf-613bcf5772b3_4096x4096.jpg?v=1758123858
La Garconne,Sacai,SWEATER,Stripe x Wool Knit Cardigan,1050.0,https://lagarconne.com/collections/all/products/fw25sa004-sacai-stripe-doeskin-x-wool-knit-cardigan,"Sacai black and red stripe layered cardigan with a V-neckline in mid-weight wool knit and tropical wool blend. Features front welt pockets, buttoned cuffs, and box pleat at back yoke. Knit layer is finished with a tonal branded button closure and ribbed trim at cuffs and hem. Shirt layer is finished with a concealed button front closure.","Color: Black. 100 Wool. Attached parts: 55% Polyester, 45% Wool. Lining: 100% Polyester. Imported.",73.68,57,"['polyester', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session1036_TMHILHPS20_S_fafcc960-db32-4ff9-be7c-06599e0c5556_4096x4096.jpg?v=1758124270
La Garconne,The Row Men,TOP,Rod Cashmere Top,1450.0,https://lagarconne.com/collections/all/products/fw25trm05-the-row-rod-top,"The Row brown melange sweater with a small V-neckline in soft cashmere. Features ribbed trim finish at neckline, cuffs, and hem. Relaxed fit.",Color: Brown Melange. 100% Goat Cashmere. Made in Italy.,100.0,23,['cashmere'],False,Accessible Luxury,6,https://lagarconne.com/cdn/shop/files/Feb_2021_Session9690_TMHILHPS20_S_1_4096x4096.jpg?v=1762887771
La Garconne,The Row Men,JACKET,Ferro Wool Coat,2990.0,https://lagarconne.com/collections/all/products/fw25trm19-the-row-ferro-coat,The Row double-breasted coat with shawl lapels and angled welt pockets in felted wool blend. Features an e xposed 4-button placket and slit at center back.,"Color: Black. 78% Wool, 20% Polyamide, 2% Cashmere. Made in Italy.",96.15,26,"['cashmere', 'wool', 'polyamide']",False,High Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session12100_TMHILHPS20_S_4096x4096.jpg?v=1765400431
La Garconne,The Row Men,TOP,Beto Wool Shirt,1350.0,https://lagarconne.com/collections/all/products/fw25trm18-the-row-beto-shirt,"The Row dark navy shirt with a spread collar and shell-hued button front in soft lightweight wool gabardine. Features slightly dropped shoulders, buttoned cuffs and box pleat at back yoke. Relaxed fit.",Color: Dark Navy. 100% Wool. Made in Italy.,96.88,32,['wool'],False,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb_2021_Session9891_TMHILHPS20_S_4096x4096.jpg?v=1762888901
La Garconne,The Row,BOOTS,Men's Polished Leather Loafer,1150.0,https://lagarconne.com/collections/all/products/fw25tr055-the-row-mens-loafer,The Row espresso brown artisanally-crafted loafer with natural pleating effect and tassel detailing in polished calfskin leather.,Color: Espresso. Upper: 100% Bos Taurus. Made in Italy.,100.0,17,"['leather', 'calfskin']",True,Accessible Luxury,3,https://lagarconne.com/cdn/shop/files/espresso_c41fb0f7-c79a-45c7-836b-091e2a134c0a_4096x4096.png?v=1755872624
La Garconne,Visvim,JACKET,Reversible Liner Down Jacket — Olive,3293.0,https://lagarconne.com/collections/all/products/fw25vv012-visvim-liner-down-jacket-w-olive,"Visvim olive green padded reversible jacket with a round neckline and tonal trim detail throughout in high density wool and silk twill filled with white goose down. Features angled buttoned pockets, a padded elbow interior detail, two interior welt pockets and a silver-toned zipper closure. Fully lined in light khaki green silk twill.","Color: Olive. 62% Wool, 38% Silk. Filling: 100% White Goose Down. Made in Japan.",81.13,53,"['silk', 'wool']",True,High Luxury,4,https://lagarconne.com/cdn/shop/files/linerdownjacketolive1_6f04fb45-8eb2-4524-8756-cbbc7dd825b9_4096x4096.png?v=1758036755
La Garconne,Visvim,JACKET,Reversible Liner Down Jacket — Black,3293.0,https://lagarconne.com/collections/all/products/fw25vv011-visvim-liner-down-jacket-w-black,"Visvim black padded reversible jacket with a round neckline and tonal trim detail throughout in high density wool and silk twill filled with white goose down. Features angled buttoned pockets, a padded elbow interior detail, two interior welt pockets and a silver-toned zipper closure. Fully lined in khaki green silk twill.","Color: Black. 62% Wool, 38% Silk. Filling: 100% White Goose Down. Made in Japan.",82.35,51,"['silk', 'wool']",True,High Luxury,4,https://lagarconne.com/cdn/shop/files/linerdownjacketblack1_4096x4096.png?v=1758036012
La Garconne,Visvim,JACKET,Coverall Moleskin Jacket — Blue,2244.0,https://lagarconne.com/collections/all/products/fw25vv009-visvim-coverall-moleskin-damaged-w-blue,"Visvim blue jacket with a spread collar and button front closure in a wool, linen and cotton blend twill with a faded and worn effect. Features raglan sleeves, a chest patch pocket, two front patch pockets, buttoned cuffs, and an interior chest patch pocket. Finished with branded light wood buttons throughout. Fully lined in a white satin rayon. Relaxed fit.","Color: Blue. 44% Wool, 30% Linen, 26% Cotton. Lining: 100% Rayon. Made in Japan.",76.67,60,"['linen', 'satin', 'cotton', 'wool']",True,High Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session10653_TMHILHPS20_S1_4096x4096.jpg?v=1755884539
La Garconne,Visvim,JACKET,Coverall Moleskin Jacket — Black,2244.0,https://lagarconne.com/collections/all/products/fw25vv008-visvim-coverall-moleskin-damaged-w-black,"Visvim blue jacket with a spread collar and button front closure in a wool, linen and cotton blend twill with a faded and worn effect. Features raglan sleeves, a chest patch pocket, two front patch pockets, buttoned cuffs, and an interior chest patch pocket. Finished with branded light wood buttons throughout. Fully lined in a white satin rayon. Relaxed fit.","Color: Black. 44% Wool, 30% Linen, 26% Cotton. Lining: 100% Rayon. Made in Japan.",76.67,60,"['linen', 'satin', 'cotton', 'wool']",True,High Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session10668_TMHILHPS20_S1_4096x4096.jpg?v=1755884854
La Garconne,Visvim,SWEATER,Silk Cowichan Knit Cardigan,2379.0,https://lagarconne.com/collections/all/products/fw25vv007-visvim-cowichan-knit-mawata-w,"Visvim washed black cardigan with a spread collar and custom zip fastener in luxurious mid-weight silk knit. Features dropped shoulders, patch pockets and a gold-toned zipper at front. Finished with a ribbed trim at cuffs, pockets openings and hem. Relaxed fit.",Color: Black. 100% Silk. Made in Japan.,82.93,41,['silk'],True,High Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session10298_TMHILHPS20_S_d40d921e-9bd9-4735-ba13-43acdf9d836e_4096x4096.jpg?v=1762551957
La Garconne,Visvim,PANTS,Wool Linen Wide Pants,1596.0,https://lagarconne.com/collections/all/products/fw25vv005-visvim-wide-pants-damaged-w,"Visvim black high-rise pants with wide, straight legs and distressed embroidered details throughout in a wool and linen blend with a washed and worn effect. Features belt loops, small welt coin pocket at front, angled front pockets, buttoned welt pockets at back, and a button-fly fastening. Finished with branded tonal buttons throughout.","Color: Black. 83% Wool, 17% Linen. Made in Japan.",82.69,52,"['linen', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session10311_TMHILHPS20_S1_4096x4096.jpg?v=1762552103
La Garconne,Visvim,PANTS,Social Sculpture Denim Jeans,1740.0,https://lagarconne.com/collections/all/products/fw25vv003-visvim-social-sculpture-w18-damaged-41,"Visvim indigo jeans with straight legs and light pink paint details splattered throughout in Japanese selvedge denim with a faded and worn effect. Features belt loops, 5-pocket construction, a hidden zippered compartment inside back right patch pocket, branded leather patch at back waist, and a copper-toned button-fly.",Color: Damaged Indigo. 100% Cotton. Made in Japan.,85.11,47,"['leather', 'selvedge denim', 'cotton']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session10337_TMHILHPS20_S2_4096x4096.jpg?v=1762552062
La Garconne,AODRESS,DRESS,Snow Mexico Side Gather Dress,1709.0,https://lagarconne.com/collections/all/products/fw25ao009-aodress-snow-mexico-side-gather-dress,"AODRESS lilac and white pullover dress with gathered panels at waist sides in silk blend velvet with white and light grey floral embroidery details. Features a round neckline, cap sleeves, and a fabric covered button keyhole closure at back neck. Partially lined at bodice.","Color: Moon Stone. 20% Silk, 80% Rayon Velvet. Partial lining: 100% Cotton. Made in Japan.",84.09,44,"['silk', 'velvet', 'cotton', 'fabric']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9343_TMHILHPS20_S_4096x4096.jpg?v=1755719050
La Garconne,AODRESS,DRESS,Silk Linen Patchwork Ari Stitch Dress,1835.0,https://lagarconne.com/collections/all/products/fw25ao007-aodress-multi-patchwork-arit-stitch-mota-strap-gather-dress,"AODRESS multicolored pullover A-line dress with a ruched bodice and aari stitch chain embroidery detail in cotton, linen and silk patchwork. Features wide shoulder straps and concealed side seam pockets.","AODRESS multicolored pullover A-line dress with a ruched bodice and aari stitch chain embroidery detail in cotton, linen and silk patchwork. Features wide shoulder straps and concealed side seam pockets.",93.33,30,"['silk', 'linen', 'cotton']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9244_TMHILHPS20_S1_4096x4096.jpg?v=1755720253
La Garconne,AODRESS,PANTS,Wool Ari Stitch Pleated Pants,798.0,https://lagarconne.com/collections/all/products/fw25ao003-aodress-ari-stitch-big-tuck-pants,"AODRESS dark khaki pull-on pants with wide, straight legs and two deep pleats at front waist in lightweight wool. Features aari stitch chain embroidery detail at sides, side concealed pockets and a single welt pocket at back with silver-toned embroidered detail. Relaxed fit.",Color: Dark Khaki. 100% Handloom Wool. Lining: 100% Cotton. Made in Japan.,90.7,43,"['cotton', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9381_TMHILHPS20_S1_82dfbae0-2f95-4d55-b88b-19906ddd5dfe_4096x4096.jpg?v=1755721078
La Garconne,AODRESS,DRESS,Wool Silk Patchwork Boat Neck Dress,1295.0,https://lagarconne.com/collections/all/products/fw25ao001-aodress-boat-neck-striped-patchwork-dress,"AODRESS navy pullover tunic dress with a square boat neck and long kimono sleeves in hand-loomed wool, silk, velvet and cotton patchwork. Features a self belt and side seam pockets. Relaxed fit.","Color: Raat Navy. 100% Handloom wool. 100% Silk. 20% Silk, 80% Rayon Velvet. 100% Cotton. Made in Japan.",90.62,32,"['silk', 'velvet', 'cotton', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9296_TMHILHPS20_S2_4096x4096.jpg?v=1755717810
La Garconne,Yohji Yamamoto,JACKET,Hooded Wool Jacket,790.0,https://lagarconne.com/collections/all/products/fw25ym013-yohji-yamamoto-gathered-pullover-b,"Yohji Yamamoto black asymmetric hooded jacket with a concealed press button and two-way zip placket in a felted wool blend. Features a high neckline, dropped shoulders, angled welt pockets, curved split details at cuffs, and adjustable drawstring hem and cuffs.","Color: Black. 70% Wool, 20% Polyester, 5% Acrylic, 5% Nylon. Made in Japan.",90.0,40,"['nylon', 'polyester', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session8670_TMHILHPS20_S_8efc86f1-0779-45d1-8129-79c50c914249_4096x4096.jpg?v=1761668148
La Garconne,Yohji Yamamoto,PANTS,Wide Technical Silk Pants,970.0,https://lagarconne.com/collections/all/products/fw25ym009-yohji-yamamoto-flap-d-wide-pants,"Yohji Yamamoto black pants with cropped, wide legs and front pleats in a smooth and lightweight silk and nylon blend. Features an elasticated waist with an interior drawstring, buttoned belt loop details, buttoned flap welt pockets at front, right leg, and back, a patch pocket at back, and a button and zip-fly fastening. Relaxed fit.","Color: Black. 56% Nylon, 44% Silk. Made in Japan.",78.18,55,"['silk', 'nylon']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session8657_TMHILHPS20_S_6f2435c7-a634-4180-986c-1a32da230dd1_4096x4096.jpg?v=1761668315
La Garconne,Yohji Yamamoto,SKIRT,Wool Gauze Asymmetric Skirt,1022.0,https://lagarconne.com/collections/all/products/fw25ym007-yohji-yamamoto-tucked-stitch-drape-skirt,Yohji Yamamoto black skirt with tiered asymmetric draped pleats in lightweight wool gauze. Features a side seam pocket at right and a concealed press button and zip fastening at left waist. Half lined in tonal cupro.,Color: Black. 100% Laine Wool. Lining: 100% Cupro. Made in Japan.,88.89,36,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session5333_TMHILHPS20_S_d9b28b42-ee60-485b-b8af-084b4e23cbdb_4096x4096.jpg?v=1759169008
La Garconne,Yohji Yamamoto,JACKET,Asymmetric Rounded Hem Jacket,1056.0,https://lagarconne.com/collections/all/products/fw25ym004-yohji-yamamoto-asm-rounded-hem-jacket,"Yohji Yamamoto black jacket with a notched peak lapel at left and draped lapel at right in lightweight soft wool. Features set-in sleeves, curved front hem, curved cutout detail at back hem, and an asymmetric press button front. Lined in self. Regular fit.",Color: Black. 100% Laine Wool. Lining: 100% Cupro. Made in Japan.,83.72,43,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session5329_TMHILHPS20_S_7c5c7c57-ff56-454d-9d37-2ed355ee86fb_4096x4096.jpg?v=1759168951
La Garconne,Noir by Kei Ninomiya,DRESS,Loop Appliques Ruffle Dress,1285.0,https://lagarconne.com/collections/all/products/fw25nk009-noir-by-kei-ninomiya-poly-twill-loop-applique-dress,"Noir by Kei Ninomiya black pullover sleeveless dress with adjustable loops throughout and silver-tone toggle stoppers in smooth twill. Features a round neckline, ruffle details at shoulder straps, bodice and skirt sides, and an elasticated waist.",Color: Black. 100% Polyester. Made in Japan.,94.44,36,['polyester'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session7850_TMHILHPS20_S_84a1af20-2089-4617-bda7-3ab07518ab06_4096x4096.jpg?v=1761675381
La Garconne,Noir by Kei Ninomiya,SKIRT,Tropical Wool Asymmetrical Skirt,805.0,https://lagarconne.com/collections/all/products/fw25nk008-noir-by-kei-ninomiya-tropical-wool-double-waisted-asymmetrical-skirt,"Noir by Kei Ninomiya black double waisted skirt with an elasticated waistline and asymmetrical hem in lightweight wool twill. Features a single button and belt loops at upper panel waist, angled pockets, a single flap pocket at back and welt pocket. Lined in tonal cupro fabric.",Color: Black. 100% Wool. Lining: 100% Cupro. Made in Japan.,86.96,46,"['wool', 'fabric']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session7884_TMHILHPS20_S1_4096x4096.jpg?v=1761675647
La Garconne,Noir by Kei Ninomiya,DRESS,Floral Pattern Cut Jacquard Tulle Dress,1275.0,https://lagarconne.com/collections/all/products/fw25nk005-noir-by-kei-ninomiya-floral-pattern-cut-jacquard-nylon-tulle-dress,Noir by Kei Ninomiya black sleeveless dress with an asymmetrical knot button closure and gathered tulle skirt in a floral jacquard. Features gathered detail at waist and an interior button fastening. Lined in tonal cupro.,"Color: Black x Multi. 40% Cotton, 38% Polyester, 14% Cupra, 8% Nylon.Made in Japan.",85.71,35,"['nylon', 'jacquard', 'cotton', 'polyester']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9640_TMHILHPS20_S_3c0cefe9-eb6a-4ac7-aa58-daed56efe2bf_4096x4096.jpg?v=1755715824
La Garconne,Noir by Kei Ninomiya,VEST,Organza Open Sleeve Vest,675.0,https://lagarconne.com/collections/all/products/fw25nk003-noir-by-kei-ninomiya-poly-organdy-lace-sleeve-vest,"Noir by Kei Ninomiya black long sleeve vest with ruffle details throughout and open shoulder silhouette in sheer organza. Features a round neckline, elasticated cuffs, and an adjustable buckle fastening at back neck. Finished with silver-toned hardware.",Color: Black. 100% Polyester. Made in Japan.,94.59,37,['polyester'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9630_TMHILHPS20_S_4096x4096.jpg?v=1755715879
La Garconne,Noir by Kei Ninomiya,JACKET,Floral Pattern Cut Jacquard Jacket,1335.0,https://lagarconne.com/collections/all/products/fw25nk001-noir-by-kei-ninomiya-floral-patten-cut-jacquard-jacket,"Noir by Kei Ninomiya black jacket with a band collar and an asymmetrical knot button closure in a semi-sheer floral jacquard. Features a press button fastening at neck, set-in sleeves, vertical front welt pockets, and knot button cuffs. Half lined in tonal organza.","Color: Black x Multi. 40% Cotton, 38% Polyester, 14% Cupra, 8% Nylon. Made in Japan.",83.72,43,"['nylon', 'jacquard', 'cotton', 'polyester']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9536_TMHILHPS20_S_4096x4096.jpg?v=1755716042
La Garconne,Frenckenberger,SWEATER,Cashmere Mini R-Neck Sweater — Deep Blue,600.0,https://lagarconne.com/collections/all/products/fw25fr013-frenckenberger-mini-r-neck-sweater-deep-blue,"Frenckenberger deep blue sweater with a round neckline in a luxurious mid-weight cashmere knit. Features a classic, relaxed silhouette, raglan sleeves, and a rib trim at neck, cuffs and hem.",Color: Deep Blue. 100% Cashmere. Made in Mongolia.,86.67,30,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9685_TMHILHPS20_S_746de83e-d42d-4f34-841f-92a52b37a08c_4096x4096.jpg?v=1755715087
La Garconne,Frenckenberger,SWEATER,Cashmere BF V-Neck Sweater — Deep Blue,700.0,https://lagarconne.com/collections/all/products/fw25fr008-frenckenberger-bf-v-neck-sweater-deep-blue,"Frenckenberger deep blue boyfriend-style sweater with a V-neck and raglan sleeves in an ultra-soft mid-weight cashmere knit. Features a relaxed, blouson silhouette and rib trim finish along neckline with a wider rib trim finish at the cuffs and hem.",Color: Deep Blue. 100% Cashmere. Made in Mongolia.,79.49,39,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session8862_TMHILHPS20_S_95223f4f-0e31-4ba0-8a08-7124fba589c3_4096x4096.jpg?v=1755713369
La Garconne,Frenckenberger,SWEATER,Cashmere BF R-Neck Sweater — Black Olive,700.0,https://lagarconne.com/collections/all/products/fw25fr005-frenckenberger-bf-r-neck-sweater-black-olive,"Frenckenberger black olive unisex crewneck boyfriend-style sweater with raglan sleeves in an ultra-soft mid-weight cashmere knit. Features a relaxed, blouson silhouette and rib trim finish along neckline with a wider rib trim finish at the cuffs and hem.",Color: Black Olive. 100% Cashmere. Made in Mongolia.,84.21,38,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9545_TMHILHPS20_S_f4c1c89a-ef70-42fd-baf5-c27b34c1cd4c_4096x4096.jpg?v=1755714525
La Garconne,Frenckenberger,SWEATER,Cashmere BF High Neck Sweater,698.0,https://lagarconne.com/collections/all/products/fw25fr003-frenckenberger-bf-high-neck-sweater,"Frenckenberger black unisex sweater with a high, draped neckline in an ultra-soft mid-weight cashmere knit. Features a relaxed, blouson silhouette and rib trim finish along neckline with a wider rib trim finish at the cuffs and hem.",Color: Black. 100% Cashmere. Made in Mongolia.,78.38,37,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session8931_TMHILHPS20_S_f4f16a89-6d5d-4312-b584-83a23988eec1_4096x4096.jpg?v=1755713567
La Garconne,Frenckenberger,HAT,Big Cashmere Wool Beanie,250.0,https://lagarconne.com/collections/all/products/fw25fr009-frenckenberger-big-beanie,Frenckenberger black olive beanie with a wide turned up cuff in mid-weight cashmere and wool blend knit.,"Color: Black Olive / Black. 60% Cashmere, 40% Wool. Made in Mongolia.",100.0,17,"['cashmere', 'wool']",False,Affordable fashion,2,https://lagarconne.com/cdn/shop/files/bigbeanie_4096x4096.png?v=1755889369
La Garconne,Frenckenberger,HAT,Cashmere Silk Beanie — Mountain Green,240.0,https://lagarconne.com/collections/all/products/fw25fr002-frenckenberger-beanie-mountain-green,Frenckenberger mountain green beanie in mid-weight cashmere and silk blend knit.,"Color: Mountain Green. 75% Cashmere, 25% Silk. Made in Mongolia.",100.0,11,"['silk', 'cashmere']",False,Affordable fashion,2,https://lagarconne.com/cdn/shop/files/greenbeaniefrenckenberger_4096x4096.png?v=1755889092
La Garconne,The Row,JACKET,Malika Wool Coat,2950.0,https://lagarconne.com/collections/all/products/fw25tre10-the-row-malika-coat,"The Row camel coat with oversized notched lapels and removable self belt handcrafted in double-faced brushed wool. Features dropped shoulders, side seam pockets, and slit at back hem. Pockets lined in tonal silk fabric.","Color: Black. 78% Wool, 20% Polyamide, 2% Cashmere. Pocket lining: 100% Silk. Made in Italy.",94.12,34,"['silk', 'cashmere', 'wool', 'polyamide', 'fabric']",True,High Luxury,5,https://lagarconne.com/cdn/shop/files/Feb2021Session11082_TMHILHPS20_S_536cd605-554a-4a18-be4f-e04e43020c09_4096x4096.jpg?v=1763061751
La Garconne,The Row,TOP,Caroline Wool Shirt,1490.0,https://lagarconne.com/collections/all/products/fw25tre09-the-row-caroline-shirt,"The Row oversized button-up shirt with a point collar and tonal button front in soft virgin wool flannel. Features dropped shoulders, buttoned cuffs, and curved hem. Relaxed fit.",Color: Black. 100% Sheep Virgin Wool. Made in Italy.,96.43,28,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session10189_TMHILHPS20_S_e8838877-dc3a-410b-9752-110923d3e454_4096x4096.jpg?v=1755799744
La Garconne,The Row,PANTS,Wool Flannel Gala Pant,1150.0,https://lagarconne.com/collections/all/products/fw25tre04-the-row-wool-flannel-gala-pant,The Row signature pull-on pants with wide legs and a thin gathered elastic waistband in soft virgin wool flannel.,Color: Black. 100% Sheep Virgin Wool. Made in Italy.,100.0,19,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session8296_TMHILHPS20_S_3ebdb9dd-b53e-44de-b0d7-04775f84aadf_4096x4096.jpg?v=1761332557
La Garconne,The Row,TOP,Loya Cashmere Top,1500.0,https://lagarconne.com/collections/all/products/fw25tr051-the-row-loya-top,"The Row black long sleeve top with a high neckline and three-quarter zip in soft and luxurious mid-weight goat cashmere. Features dropped shoulders and wide ribbed trim finish at neckline, cuffs, and hem. Regular fit.",Color: Black. 100% Goat Cashmere. Made in Italy.,91.43,35,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9964_TMHILHPS20_S_c66d3da0-5413-4138-a1f1-08e754ce621c_4096x4096.jpg?v=1755798418
La Garconne,The Row,BAG,N/S Izzy Shoulder Bag — Black,2490.0,https://lagarconne.com/collections/all/products/fw25tr023-the-row-n-s-izzy-black-ans,The Row black shoulder bag with a slim shoulder strap in ultra-soft lambskin nappa leather. Features an interior slip pocket and an antique silver concealed zipper closure. Lined in smooth tonal leather.,Color: Black Ans. 100% Lambskin Leather. Made in Italy.,87.5,32,"['leather', 'lambskin']",False,High Luxury,2,https://lagarconne.com/cdn/shop/files/IssyBag-Front_4096x4096.jpg?v=1765302887
La Garconne,The Row,BAG,Alger Leather Shoulder Bag — Black Ans,3690.0,https://lagarconne.com/collections/all/products/fw25tr021-the-row-alger-shoulder-bag-black-ans,"The Row black geometric shoulder bag with tubular nappa leather handles and a flat base in soft grained leather. Features a hand-stitched construction, an interior zipper pocket and a slip pocket. Comes lined in tonal soft leather.","Color: Black Ans. 90% Bos Taurus Switzerland, 10% Bos Taurus France. Made in Italy.",83.78,37,['leather'],False,High Luxury,4,https://lagarconne.com/cdn/shop/files/alger_4096x4096.png?v=1760732367
La Garconne,The Row,LEATHER,India 10.00 - Lux Grain Leather — Dark Pine Ans,3850.0,https://lagarconne.com/collections/all/products/fw25tr019-the-row-india-10-00-dark-pine-ans,"The Row dark pine green bowling bag with branded metal padlock and key in saddle leather. Features tubular handles, a top silver-toned zipper closure, and a detachable shoulder strap.",Color: Dark Pine Ans. 100% Bos Taurus. Made in Italy.,93.1,29,['leather'],False,High Luxury,4,https://lagarconne.com/cdn/shop/files/indiablack_4096x4096.png?v=1760993381
La Garconne,The Row,LEATHER,India 12.00 - Lux Grain leather,3890.0,https://lagarconne.com/collections/all/products/fw25tr006-the-row-india-12-00,The Row deep brown bowling bag with branded metal padlock and key in textured calfskin leather. Features tubular handles and a top silver-toned zipper closure.,Color: Deep Brown. 100% Bos Taurus. Made in Italy.,96.0,25,"['leather', 'calfskin']",False,High Luxury,3,https://lagarconne.com/cdn/shop/files/deepbrown1_1a20672c-4081-4dd8-a4c7-e9c000d4b670_4096x4096.png?v=1758213159
La Garconne,Woman by Common Projects,BOOTS,Soft Leather Loafer — Black,695.0,https://lagarconne.com/collections/all/products/fw25cp006-common-projects-soft-loafer,"Common Projects classic black loafer with a round toe and stitched piping in soft nappa leather. Features a penny slot detail, a leather sole and stacked heel. Fully lined in soft beige suede. Finished with signature article stamp at side.",Color: Black. Upper: Soft Leather. Made in Italy .,85.0,40,"['leather', 'suede']",True,Accessible Luxury,2,https://lagarconne.com/cdn/shop/files/Feb2021Session2986_TMHILHPS20_S_4096x4096.jpg?v=1758568223
La Garconne,Woman by Common Projects,RUNNER,Minimal Suede Nappa Runner — White,575.0,https://lagarconne.com/collections/all/products/fw25cp005-common-projects-minimal-runner,Common Projects white low-top lace-up sneaker with a round toe in suede and nappa leather panels. Fully lined in soft white leather with a padded tongue and leather insole. Finished with white cotton laces and s ignature foil style numbers on outer heel.,Color: White. Upper: Suede and Nappa. Made in Italy.,76.74,43,"['leather', 'suede', 'lace', 'cotton']",True,Accessible Luxury,2,https://lagarconne.com/cdn/shop/files/Feb2021Session2982_TMHILHPS20_S_4cfac7ec-6b25-46ae-8cac-d3494a6a8b80_4096x4096.jpg?v=1758568330
La Garconne,Comme des Garçons Comme des Garçons,TOP,Rosette Taffeta Blouse,580.0,https://lagarconne.com/collections/all/products/fw25ccg19-comme-des-garcons-comme-des-garcons-blouse,"Comme des Garçons Comme des Garçons black blouse with a classic collar and pinched rosette appliqués at chest in smooth satin taffeta. Features set-in sleeves, buttoned cuffs, curved hem, box pleat at back yoke, and a mother-of-pearl button front.",Color: Black. 100% Polyester. Made in Japan.,84.62,39,"['satin', 'polyester']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session8499_TMHILHPS20_S_2f2f59e4-6285-42f2-ad12-666ba4533ac5_4096x4096.jpg?v=1761596025
La Garconne,Comme des Garçons Comme des Garçons,SKIRT,Tropical Wool Asymmetrical Skirt,925.0,https://lagarconne.com/collections/all/products/fw25ccg18-comme-des-garcons-comme-des-garcons-skirt,"Comme des Garçons Comme des Garçons navy pull-on skirt with an elasticated and pleated waistline in a tropical wool. Features an adjustable interior drawstring at waist, an asymmetric construction, and side seam pockets. Additional opening to also be worn as pants.",Color: Navy. 100% Wool. Made in Japan.,85.37,41,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session8457_TMHILHPS20_S_6460b78c-6b27-420f-b899-b1533524c80c_4096x4096.jpg?v=1761596087
