Retailer,Vendor,Category,Name,Price,Product Link,Description,Product Details,Description Lexical Diversity,Description Length,Materials,Size Guide,Luxury Tier,Number of pictures,Image Links
La Garconne,Begg x Co,SWEATER,Bay Cashmere Sweater — Anthracite,1225.0,https://lagarconne.com/collections/all/products/fw25bc006-begg-x-co-bay-sweater-anthracite,"Begg x Co dark grey and white sweater with a double layer round neck knitted in chunky 1-ply cashmere. Features dropped shoulders and ribbed trim finishings at neckline, cuffs, and hem. Relaxed fit.",Color: Anthracite. 100% Cashmere. Made in Scotland.,93.94,33,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session6340_TMHILHPS20_S_ad568142-5526-43c9-8446-9e6a1f8028c6_4096x4096.jpg?v=1760474756
La Garconne,Begg x Co,SWEATER,Iris Cashmere Sweater — Swansdown,750.0,https://lagarconne.com/collections/all/products/fw25bc005-begg-x-co-iris-sweater-swansdown,"Begg x Co light beige sweater with a crew neck and dropped shoulders knitted in lightweight 1-ply cashmere . Features a ribbed trim finishings at neckline, cuffs and hem. Blouson silhouette with a relaxed t-shirt style fit.",Color: Swansdown. 100% Cashmere. Made in Scotland.,89.19,37,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session6484_TMHILHPS20_S_dc09dd64-a3d5-4571-8d3e-65d8d20d22a9_4096x4096.jpg?v=1760458790
La Garconne,Begg x Co,SWEATER,Iris Cashmere Sweater — Elk,750.0,https://lagarconne.com/collections/all/products/fw25bc004-begg-x-co-iris-sweater-elk,"Begg x Co light brown sweater with a crew neck and dropped shoulders knitted in lightweight 1-ply cashmere . Features a ribbed trim finishings at neckline, cuffs and hem. Blouson silhouette with a relaxed t-shirt style fit.",Color: Elk. 100% Cashmere. Made in Scotland.,89.19,37,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session6792_TMHILHPS20_S_4096x4096.jpg?v=1760463204
La Garconne,Begg x Co,SCARF,Cashayr Sutherland Cashmere Scarf — Oyster Mace,535.0,https://lagarconne.com/collections/all/products/fw25bc002-begg-x-co-cashayr-sutherland-scarf-oyster-mace,Begg x Co darke grey and light grey plaid with contrasting orange lines plaid scarf knitted in soft and luxurious tumble washed cashmere. Finished with purled fringes.,Color: Oyster Mace. 100% Cashmere. Made in Scotland.,85.19,27,['cashmere'],False,Accessible Luxury,3,https://lagarconne.com/cdn/shop/files/Feb2021Session7209_TMHILHPS20_S_6a2450fd-c61b-4d75-8e9f-9a847cf64733_4096x4096.jpg?v=1760640491
La Garconne,Begg x Co,SCARF,Cashayr Sutherland Cashmere Scarf — Light Blue Mallard,535.0,https://lagarconne.com/collections/all/products/fw25bc001-begg-x-co-cashayr-sutherland-scarf-light-blue-mallard,Begg x Co light blue and grey plaid with contrasting yellow lines plaid scarf knitted in soft and luxurious tumble washed cashmere. Finished with purled fringes.,Color: Light Blue Mallard. 100% Cashmere. Made in Scotland.,88.46,26,['cashmere'],False,Accessible Luxury,3,https://lagarconne.com/cdn/shop/files/Feb2021Session7202_TMHILHPS20_S_41f2b40f-3f74-4e20-8ba3-1b4ccdbc8d9d_4096x4096.jpg?v=1760640413
La Garconne,Comoli,TOP,Corduroy Shirt,575.0,https://lagarconne.com/collections/all/products/fw25cmm10-comoli-corduroy-comoli-shirt,"Comoli black shirt with a spread collar and a single patch pocket at chest in soft cotton and cashmere blend corduroy. Features slightly dropped shoulders, buttoned cuffs, curved shirttail and a tonal buttons closure at front. Relaxed fit.","Color: Black. 85% cotton, 15% cashmere. Made in Japan.",86.84,38,"['cashmere', 'cotton']",False,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session12188_TMHILHPS20_S_4096x4096.jpg?v=1765310152
La Garconne,Comoli Men,PANTS,Wool Knit Tapered Pants,1059.0,https://lagarconne.com/collections/all/products/fw25cmm06-comoli-wool-knit-tapered-pants,"Comoli charcoal pull-on pants with wide tapered legs and an elasticated, drawstring waist in wool knit. Features angled front pockets and a patch pocket at back. Fully lined in black cotton fabric.",Color: Charcoal. 100% Wool. Lining: 100% Cotton. Made in Japan.,93.75,32,"['cotton', 'wool', 'fabric']",False,Accessible Luxury,6,https://lagarconne.com/cdn/shop/files/Feb_2021_Session12156_TMHILHPS20_S_4096x4096.jpg?v=1765310766
La Garconne,Comoli Men,JACKET,Wool Knit Jacket,1175.0,https://lagarconne.com/collections/all/products/fw25cmm05-comoli-wool-knit-jacket,Comoli charcoal jacket with a notched collar and three button closure in wool knit. Features dropped shoulders and front patch pockets. Lined in black cotton fabric.,Color: Charcoal. 100% Wool. Lining: 100% Cotton. Made in Japan.,92.31,26,"['cotton', 'wool', 'fabric']",False,Accessible Luxury,6,https://lagarconne.com/cdn/shop/files/comolijacket_38d1fbcb-4698-4e7d-8a26-2c0c28355eba_4096x4096.png?v=1765402100
La Garconne,Comoli Men,SWEATER,Wool Crew Neck Knit,625.0,https://lagarconne.com/collections/all/products/fw25cmm03-comoli-wool-crew-neck-knit,"Comoli charcoal sweater with a crew neckline and dropped shoulders in a wool knit. Features ribbed trim finish at neckline, cuffs, and hem. Relaxed fit.",Color: Charcoal. 100% Wool. Made in Japan.,92.0,25,['wool'],False,Accessible Luxury,2,https://lagarconne.com/cdn/shop/files/Feb2021Session6104_TMHILHPS20_S1_001c062e-2674-43c4-92bc-2d6a1e9e4ad5_4096x4096.jpg?v=1760028997
La Garconne,Issey Miyake,SWEATER,Fold Pleats Cardigan,865.0,https://lagarconne.com/collections/all/products/fw25im026-issey-miyake-fold-pleats,Issey Miyake black cropped cardigan with a round neckline in a pleated lightly twisted fabric. Features dropped shoulders and a tonal button front.,Color: Black. 100% Polyester. Made in Japan.,91.3,23,"['polyester', 'fabric']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session6943_TMHILHPS20_S1_4096x4096.jpg?v=1760465767
La Garconne,Issey Miyake,JACKET,Wave Pleats Jacket,1235.0,https://lagarconne.com/collections/all/products/fw25im024-issey-miyake-wave-pleats,Issey Miyake black cropped double breasted jacket with an oversized notched collar and tonal button front in a pleated tightly twisted fabric. Features dropped shoulders and oversized sleeves. Relaxed silhouette.,Color: Black. 100% Polyester. Made in Japan.,93.33,30,"['polyester', 'fabric']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session6951_TMHILHPS20_S_21296aa8-8a38-41dd-80b8-560033babc90_4096x4096.jpg?v=1760465869
La Garconne,Comme des Garçons Homme Plus,SNEAKERS,x Nike Air Flymesh Rejuven8 — White,220.0,https://lagarconne.com/collections/all/products/fw25hpm15-comme-des-garcons-homme-plus-homme-plus-x-nike-air-flymesh-rejuven8-white,"CDG Homme Plus x Nike white low top sneaker with a lattice fly-mesh upper and tonal laces in synthetic textile. Features a rounded rubber toe, two pull tabs, contrasting black swoosh details, and treaded rubber sole.",Color: White. Upper: 100% Synthetic Textile. Imported.,91.67,36,"['lace', 'rubber']",True,Affordable fashion,7,https://lagarconne.com/cdn/shop/files/whitesneaker_4096x4096.png?v=1759176516
La Garconne,Comme des Garçons Homme Plus,SNEAKERS,x Nike Air Flymesh Rejuven8 — Black,220.0,https://lagarconne.com/collections/all/products/fw25hpm14-comme-des-garcons-homme-plus-homme-plus-x-nike-air-flymesh-rejuven8-black,"CDG Homme Plus x Nike black low top sneaker with a lattice fly-mesh upper and tonal laces in technical textile. Features a rounded rubber toe, two pull tabs, contrasting black swoosh details, and treaded rubber sole.",Color: Black. Upper: 100% Synthetic Textile. Imported.,88.89,36,"['lace', 'rubber']",True,Affordable fashion,9,https://lagarconne.com/cdn/shop/files/blacksneaker_8edbe80b-bf6a-4579-bfe5-7b66cba41329_4096x4096.png?v=1759176744
La Garconne,Meta Campania Collective,JACKET,Serge Boiled Wool Peacoat,2580.0,https://lagarconne.com/collections/all/products/fw25mc014-meta-campania-serge-boiled-wool-peacoat,"Meta Campania Collective dark chocolate brown double breasted peacoat with a wide spread collar and wooden button front in heavyweight boiled Italian wool. Features an optional buttoned tab at neck, vertical chest welt pockets, and front flap patch pockets. Oversized fit.",Color: Dark Chocolate Brown. 100% Boiled Wool. Made in Italy.,95.12,41,['wool'],True,High Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session8998_TMHILHPS20_S_4096x4096.jpg?v=1761934672
La Garconne,Meta Campania Collective,JACKET,Vanley Double Breasted Wool Coat,2990.0,https://lagarconne.com/collections/all/products/fw25mc013-meta-campania-vanley-long-double-breasted-boiled-wool-coat,Meta Campania Collective double-breasted tailored coat with notched lapels and concealed side seam pockets in a mid-weight soft boiled wool. Features a high slit at back and tonal buttons closure. Comes unlined.,Color: Black. 100% Boiled Wool. Made in Italy.,93.75,32,['wool'],True,High Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9057_TMHILHPS20_S_1c5e70f8-5388-47d0-b062-47ebfd054c27_4096x4096.jpg?v=1761934667
La Garconne,Meta Campania Collective,PANTS,Trace Pleated Felted Wool Trousers,1350.0,https://lagarconne.com/collections/all/products/fw25mc012-meta-campania-trace-pleated-midweight-felted-wool-drawstring-trousers,"Meta Campania Collective charcoal pull-on trousers with wide, straight legs and two front pleats in mid-weight felted wool. Features an elasticated waist with interior drawstring, side seam pockets, a single buttoned welt pocket at back and concealed button-fly. Relaxed fit.",Color: Charcoal. 100% Wool. Made in Italy.,95.0,40,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session8916_TMHILHPS20_S_0bb00009-5ada-457b-ac14-dbc1289643c2_4096x4096.jpg?v=1761934702
La Garconne,Meta Campania Collective,SWEATER,Jack Crew Neck Merino Wool Sweater,980.0,https://lagarconne.com/collections/all/products/fw25mc011-meta-campania-jack-crew-neck-merino-sweater,"Meta Campania Collective grey blue sweater with a crew neckline and raglan sleeves in a lightweight Italian merino wool knit. Features ribbed trim finish at neckline, cuffs, and hem. Relaxed fit.",Color: Grey Blue Sky. 100% Merino Wool. Made in Italy.,93.55,31,"['merino wool', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9080_TMHILHPS20_S_4096x4096.jpg?v=1761934615
La Garconne,Meta Campania Collective,TOP,Juergen Wool Check Overshirt,1190.0,https://lagarconne.com/collections/all/products/fw25mc007-meta-campania-juergen-wool-check-unlined-overshirt,"Meta Campania Collective white and black check overshirt with a classic collar and tonal button front in mid-weight wool twill. Features slightly dropped shoulders, buttoned flap chest pockets and buttoned cuffs. Regular fit.",Color: White / Black. 100% Wool Check. Made in Italy.,90.91,33,['wool'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session9046_TMHILHPS20_S_d807c1d8-e325-4ba0-936b-0001118d268e_4096x4096.jpg?v=1761935013
La Garconne,Meta Campania Collective,PULLOVER,Josh Felted Cashmere Polo — Burgundy,1490.0,https://lagarconne.com/collections/all/products/fw25mc006-meta-campania-josh-felted-classic-fit-cashmere-polo-burgundy,"Meta Campania Collective burgundy short sleeve polo with a tonal three button closure in soft Italian felted cashmere. Features set-in sleeves and ribbed trim finish at collar, placket, cuffs, and hem.",Color: Burgundy. 100% Felted Cashmere. Made in Italy.,96.77,31,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session8939_TMHILHPS20_S_4096x4096.jpg?v=1761934765
La Garconne,Meta Campania Collective,PULLOVER,Josh Felted Cashmere Polo — Natural,1490.0,https://lagarconne.com/collections/all/products/fw25mc005-meta-campania-josh-felted-classic-fit-cashmere-polo-natural,"Meta Campania Collective natural white short sleeve polo with a tonal three button closure in soft Italian felted cashmere. Features set-in sleeves and ribbed trim finish at collar, placket, cuffs, and hem.",Color: Natural. 100% Felted Cashmere. Made in Italy.,96.88,32,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session8892_TMHILHPS20_S_d6565c94-55bd-4b58-832e-1650dd41c10e_4096x4096.jpg?v=1761934790
La Garconne,Lauren Manoogian,SWEATER,Alpaca Wool Cable Crewneck Sweater — Husk,610.0,https://lagarconne.com/collections/all/products/fw25lm026-lauren-manoogian-cable-crewneck-husk,Lauren Manoogian beige sweater with a crew neckline in a mid-weight alpaca and wool blend cable knit. Features dropped shoulders and rolled edge finish at cuffs and hem. Regular fit.,"Color: Husk. 48% Suri Alpaca, 30% Fine Highland Wool, 20% Fine Merino Wool, 2% Lycra. Made in Peru.",90.0,30,"['merino wool', 'alpaca', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session5125_TMHILHPS20_S1_1c4170a8-a9d8-4559-b6b7-c7375ff2aed8_4096x4096.jpg?v=1759172444
La Garconne,Lauren Manoogian,SWEATER,Alpaca Wool Cable Crewneck Sweater — Cinder,610.0,https://lagarconne.com/collections/all/products/fw25lm025-lauren-manoogian-cable-crewneck-cinder,Lauren Manoogian grey sweater with a crew neckline in a mid-weight alpaca and wool blend cable knit. Features dropped shoulders and rolled edge finish at cuffs and hem. Regular fit.,"Color: Cinder. 48% Suri Alpaca, 30% Fine Highland Wool, 20% Fine Merino Wool, 2% Lycra. Made in Peru.",90.0,30,"['merino wool', 'alpaca', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session5183_TMHILHPS20_S1_34dda3b6-ca63-4f5b-9e7d-d6f6e18f541e_4096x4096.jpg?v=1759172394
La Garconne,Lauren Manoogian,SWEATER,Stretch Wool Alpaca Rib Scoop-Neck Sweater,410.0,https://lagarconne.com/collections/all/products/fw25lm024-lauren-manoogian-rib-scoopneck,Lauren Manoogian cinder grey top with a scoop neckline in a stretch ribbed merino wool and alpaca blend. Features set-in sleeves and contrasting ribbed trim finish at neckline. Closer fit.,"Color: Cinder. 63% Merino Wool, 27% Baby Alpaca, 10% Lycra. Made in Peru.",90.0,30,"['merino wool', 'alpaca', 'wool']",True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/Feb2021Session5175_TMHILHPS20_S1_1fa6d7bb-50b1-4272-8b9b-034eaee4fdd0_4096x4096.jpg?v=1759172371
La Garconne,Lauren Manoogian,SKIRT,Askew Alpaca Skirt,390.0,https://lagarconne.com/collections/all/products/fw25lm021-lauren-manoogian-askew-skirt,Lauren Manoogian burl pull-on skirt with an asymmetric hem and elasticated waist in an alpaca blend knit. Features rolled edge finish at hem.,"Color: Burl. 38% Suri Alpaca, 38% Baby Alpaca, 24% Polyamide. Made in Peru.",95.65,23,"['alpaca', 'polyamide']",True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/Feb2021Session5150_TMHILHPS20_S_7d0237d1-0f6f-49da-a7b0-c490c98d681d_4096x4096.jpg?v=1759167436
La Garconne,Kassl,BOOTS,x Tretorn Vera Loafer — Coffee Brown,265.0,https://lagarconne.com/collections/all/products/fw25ck010-kassl-vera-coffee-brown,"Kassl in collaboration with Tretorn coffee brown slip-on loafer with a chunky rubber sole in Tretorn's signature water-resistant natural rubber. Features a round toe, embossed detailing at front, and a r emovable molded BLOOM® insole for comfort . Lined in black waterproof, quick drying recycled polyester.",Color: Coffee Brown. 100% Natural Rubber. Imported.,89.13,46,"['polyester', 'rubber']",True,Affordable fashion,3,https://lagarconne.com/cdn/shop/files/verabrown_4096x4096.png?v=1759514555
La Garconne,Kassl,BOOTS,x Tretorn Vera Loafer — Black,265.0,https://lagarconne.com/collections/all/products/fw25ck009-kassl-vera-black,"Kassl in collaboration with Tretorn black slip-on loafer with a chunky rubber sole in Tretorn's signature water-resistant natural rubber. Features a round toe, embossed detailing at front, and a r emovable molded BLOOM® insole for comfort . Lined in black waterproof, quick drying recycled polyester.",Color: Black. 100% Natural Rubber. Imported.,86.67,45,"['polyester', 'rubber']",True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/verab_4096x4096.png?v=1759515085
La Garconne,Kassl,BOOTS,x Tretorn Beth Loafer — Shiny Coffee Brown,265.0,https://lagarconne.com/collections/all/products/fw25ck007-kassl-beth-shiny-coffee-brown,"Kassl in collaboration with Tretorn coffee brown slip-on loafer with a chunky rubber sole in Tretorn's signature water-resistant natural rubber with a shiny finish. Features a round toe and a r emovable molded BLOOM® insole for comfort . Lined in black waterproof, quick drying recycled polyester.",Color: Shiny Coffee Brown. 100% Natural Rubber. Imported.,82.61,46,"['polyester', 'rubber']",True,Affordable fashion,3,https://lagarconne.com/cdn/shop/files/shinybrown_4096x4096.png?v=1759515718
La Garconne,Kassl,BOOTS,x Tretorn Beth Loafer — Shiny Black,265.0,https://lagarconne.com/collections/all/products/fw25ck006-kassl-beth-shiny-black,"Kassl in collaboration with Tretorn black slip-on loafer with a chunky rubber sole in Tretorn's signature water-resistant natural rubber with a shiny finish. Features a round toe and a r emovable molded BLOOM® insole for comfort . Lined in black waterproof, quick drying recycled polyester.",Color: Shiny Black. 100% Natural Rubber. Imported.,80.0,45,"['polyester', 'rubber']",True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/shinyblack_4096x4096.png?v=1759516295
La Garconne,Junya Watanabe,DRESS,Georgette Flower Print Layered Dress,1535.0,https://lagarconne.com/collections/all/products/fw25jw008-junya-watanabe-poly-georgette-flower-pattern-print-wool-ponte-dress,"Junya Watanabe purple floral printed A-line dress with a black long sleeve wool jersey underlay in fluid georgette. Features a round neckline, mother-of-pearl half placket, gathered sleeves, and open V-back to reveal underlay.",Color: Navy / Purple / Black. 100% Polyester. Under-layer: 100% Wool. Made in Japan.,96.97,33,"['polyester', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session4332_TMHILHPS20_S_4096x4096.jpg?v=1759166417
La Garconne,Junya Watanabe,DRESS,Georgette Flower Print Layered Wrap Dress,1770.0,https://lagarconne.com/collections/all/products/fw25jw007-junya-watanabe-poly-georgette-flower-pattern-print-wool-jersey-dress,"Junya Watanabe navy floral printed long sleeve dress with a black wool jersey underlay in polyester crepe. Features a classic collar, slightly dropped shoulders, gathered details at bodice, fabric buttoned cuffs, self belt at waist, and single fabric button closure at back. Outer dress be worn open or closed to reveal underlay.",Color: Navy / Black. 100% Polyester. 100% Wool. Made in Japan.,90.38,52,"['crepe', 'polyester', 'wool', 'fabric']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session4313_TMHILHPS20_S_4096x4096.jpg?v=1759166468
La Garconne,Junya Watanabe,TOP,Wool Blend Asymmetrical Top,450.0,https://lagarconne.com/collections/all/products/fw25jw005-junya-watanabe-wool-poly-jersey-asymmetrical-top,Junya Watanabe black long sleeve top with asymmetrical pinched details throughout in a soft wool blend jersey. Features an asymmetrical high neckline. Relaxed fit.,"Color: Black. 80% Wool, 20% Polyester. Made in Japan.",95.83,24,"['polyester', 'wool']",True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/Feb2021Session8040_TMHILHPS20_S_91f2bb1a-5f69-42d9-96d4-b027c5827728_4096x4096.jpg?v=1761600436
La Garconne,Junya Watanabe,PANTS,Wool Serge Cargo Pants,925.0,https://lagarconne.com/collections/all/products/fw25jw004-junya-watanabe-wool-poly-serge-cargo-pants,"Junya Watanabe black cargo pants with wide, straight legs and button and zip-fly fastening in a wool blend twill. Features belt loops, button details along waist, waist adjusters at sides, angled press button flap pockets, press button flap pockets at legs, adjustable drawstring cuffs, press button flap pockets at back, and attached cotton ribbon details at back pockets.","Color: Black. 50% Wool, 50% Polyester. Made in Japan.",74.14,58,"['cotton', 'polyester', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session4355_TMHILHPS20_S1_4096x4096.jpg?v=1759166123
La Garconne,Fforme,SWEATER,Loletta Boyfriend Sweater,1276.0,https://lagarconne.com/collections/all/products/fw25fo006-fforme-loletta-boyfriend-sweater,"Fforme black oversized sweater with a high neck and fashioning details at front in wool cashmere blend. Features dropped shoulders, split side seams, and ribbed trim finishings at neck, cuffs, and hem.","Color: Black. 70% Virgin Wool, 30% Cashmere. Made in Italy.",90.62,32,"['cashmere', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session6730_TMHILHPS20_S_8dc7e9f8-3a26-427d-b99d-48d77922236c_4096x4096.jpg?v=1760461009
La Garconne,Fforme,TOP,Peris Wool Blend Multi Layer Top,1036.0,https://lagarconne.com/collections/all/products/fw25fo004-fforme-peris-multi-layer-t-shirt,"Fforme black short sleeve top with a round neckline and layered panel detail at shoulders in lightweight tropical wool blend. Features raw edge details at neckline and layers, and hook and eye zip closure at back. Regular fit.","Color: Black. 53% Polyurethane, 43% Wool, 4% Elastane. Made in Italy.",84.21,38,"['wool', 'polyurethane']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session6703_TMHILHPS20_S_4096x4096.jpg?v=1760460874
La Garconne,Fforme,SWEATER,Rosa Wool Cashmere V-Neck Sweater,996.0,https://lagarconne.com/collections/all/products/fw25fo001-fforme-rosa-v-neck-sweater,"Fforme bordeaux sweater with a V-neckline and sculpted dolman sleeves in a superfine wool and cashmere blend knit. Features a delicate trim finishing at neckline, and a ribbed trim finish at neckline and cuffs. Loose, easy fit.","Color: Bordeaux. 69% Virgin Wool, 29% Cashmere, 1% Polyamide, 1% Elastane . Made in Italy.",78.38,37,"['cashmere', 'wool', 'polyamide']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session6669_TMHILHPS20_S_4096x4096.jpg?v=1760460596
La Garconne,Kassl,JACKET,Original Hip Lacquer Wool Coat,857.0,https://lagarconne.com/collections/all/products/fw25ck004-kassl-original-hip-lacquer-wool,"Kassl honey brown single-breasted coat with a classic collar and press button front in lacquered wool. Features raglan sleeves, front flap pockets, and storm flap at back. Boxy fit.","Color: Honey. 70% Virgin Wool, 16% Polyamide, 14% Polyurethane. Imported.",89.66,29,"['wool', 'polyamide', 'polyurethane']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session4093_TMHILHPS20_S1_4096x4096.jpg?v=1758904121
La Garconne,Casey Casey,SWEATER,Seamless Cashmere Jumper,1160.0,https://lagarconne.com/collections/all/products/fw25cc015-casey-casey-seamless-jumper,Casey Casey light beige sweater with a round neckline and no side seams in fine and pure cashmere knitted in a single process and gently washed. Finished with rolled edges at cuffs and hem. Relaxed fit.,Color: Light Beige. 100% Cashmere. Made in France.,80.56,36,['cashmere'],True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session3993_TMHILHPS20_S_38fa263f-1026-4653-9d03-65c5075dfe06_4096x4096.jpg?v=1758926608
La Garconne,Casey Casey,JACKET,Workwear Puddy Cashmere Wool Jacket,1820.0,https://lagarconne.com/collections/all/products/fw25cc013-casey-casey-workwear-puddy-jacket,"Casey Casey black blazer with small notched lapels in a refined and exceptionally soft cashmere and virgin wool blend with a brushed finish. Features two deep patch pockets at front, an interior slip pocket, and tonal corozo buttons closure. Comes unlined. Relaxed fit.","Color: Night. 51% Cashmere, 49% Virgin Wool. Made in France.",88.37,43,"['cashmere', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session4009_TMHILHPS20_S_40f1976e-ae60-4e68-9a96-39103e65ce51_4096x4096.jpg?v=1758926569
La Garconne,Casey Casey,JACKET,Julia Wool Cashmere Jacket,1950.0,https://lagarconne.com/collections/all/products/fw25cc012-casey-casey-julia-jacket,Casey Casey navy collarless reversible jacket with a round neckline and buttons closure at front in a breathable and soft virgin wool and cashmere blend woven in a textured and subtle pin check. Features side welt pockets on the cashmere side and slip pockets on the cotton side. Finished with tonal corozo buttons throughout.,"Color: Blue Check. 80% Virgin Wool, 20% Cashmere. Made in France.",72.22,54,"['cashmere', 'cotton', 'wool']",True,Accessible Luxury,5,https://lagarconne.com/cdn/shop/files/Feb2021Session4147_TMHILHPS20_S1_4096x4096.jpg?v=1758906607
La Garconne,Casey Casey,PANTS,Verger Cashmere Wool Pant,1200.0,https://lagarconne.com/collections/all/products/fw25cc009-casey-casey-verger-pant,"Casey Casey black pants with tapered legs and a pleated front in a refined and exceptionally soft cashmere and virgin wool blend with a brushed finish. Features elasticated waistband with interior adjustable drawstring, angled pockets at sides and a single patch pocket at back. Relaxed, easy fit.","Color: Night. 51% Cashmere, 49% Virgin Wool. Made in France.",78.72,47,"['cashmere', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session4026_TMHILHPS20_S_57c7369c-c603-4e94-89fe-324d648b4a1e_4096x4096.jpg?v=1758904074
La Garconne,Casey Casey,PANTS,Zwag Wool Cashmere Pant,1030.0,https://lagarconne.com/collections/all/products/fw25cc008-casey-casey-zwag-pant,Casey Casey navy blue check cropped pull-on pants with tapered legs in a breathable and soft virgin wool and cashmere blend woven in a textured and subtle pin check. Features an elasticated waistband with an adjustable interior drawstring and angled side pockets. Relaxed fit.,"Color: Blue Check. 80% Virgin Wool, 20% Cashmere. Made in France.",81.82,44,"['cashmere', 'wool']",True,Accessible Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session4127_TMHILHPS20_S1_4096x4096.jpg?v=1758904332
La Garconne,Casey Casey,JACKET,Triangle Cashmere Wool Coat,2800.0,https://lagarconne.com/collections/all/products/fw25cc005-casey-casey-triangle-coat,"Casey Casey black short coat with a spread collar and dropped shoulders in a lightly padded, refined and exceptionally soft cashmere and virgin wool blend with a brushed finish. Features angled side pockets, a deep buttoned interior pocket and a tonal corozo buttons closure. Comes lined in soft ivory cotton. Relaxed fit.","Color: Night. 51% Cashmere, 49% Virgin Wool. Made in France.",78.85,52,"['cashmere', 'cotton', 'wool']",True,High Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session3980_TMHILHPS20_S_461a3f10-b19b-4899-a6f4-92851a07d8db_4096x4096.jpg?v=1758926557
La Garconne,Casey Casey,JACKET,Atomless Wool Cashmere Coat,2200.0,https://lagarconne.com/collections/all/products/fw25cc004-casey-casey-atomless-coat,Casey Casey navy blue check coat with a spread collar and dropped shoulders in a breathable and soft virgin wool and cashmere blend woven in a textured and subtle pin check. Features front angled pockets and a tonal corozo buttons closure. Comes lined in soft ivory cotton.,"Color: Blue Check. 80% Virgin Wool, 20% Cashmere. Made in France.",76.6,47,"['cashmere', 'cotton', 'wool']",True,High Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session4647_TMHILHPS20_S_954f7bce-b764-42c2-bf8f-d12178837fe4_4096x4096.jpg?v=1758906687
La Garconne,Casey Casey,JACKET,Big Blobby Mohair Wool Coat,3050.0,https://lagarconne.com/collections/all/products/fw25cc003-casey-casey-big-blobby-coat,"Casey Casey burgundy signature oversized coat in textured and refined mohair and wool blend tweed. Features dropped shoulders, side welt pockets, interior buttoned patch pockets, and high vent at back. Finished with tonal corozo buttons closure at front. Fully lined in ivory cotton fabric.","Color: Burgundy. 44% Mohair, 33% Virgin Wool, 12% Acrylique, 7% Cotton, 4% Polyamide. Made in France.",86.36,44,"['mohair', 'tweed', 'cotton', 'wool', 'polyamide', 'fabric']",True,High Luxury,4,https://lagarconne.com/cdn/shop/files/Feb2021Session4243_TMHILHPS20_S_0473f01a-eefa-4012-8590-7a71358a80f8_4096x4096.jpg?v=1758904522
La Garconne,Moniquevanheist,TOP,LOL Mini Wool Silk Top,415.0,https://lagarconne.com/collections/all/products/fw25mvh07-moniquevanheist-lol-mini-wool-silk-voile-longsleeve,Moniquevanheist brown grey pullover top with a crew neckline in superfine merino wool silk blend voile. Features dropped shoulders and elongated sleeves. Relaxed fit.,"Color: Brown Grey. 66% Merino Wool, 34% Silk. Imported.",100.0,24,"['silk', 'merino wool', 'wool']",True,Affordable fashion,4,https://lagarconne.com/cdn/shop/files/Feb2021Session7166_TMHILHPS20_S_4096x4096.jpg?v=1760467283
